tokens,tags,polarities
"('I', 'was', 'with', 'a', 'party', 'of', '7', '-LRB-', 'close', 'but', 'not', 'next', 'the', 'the', 'front', 'doors', '-RRB-', 'and', 'we', 'were', 'eating', 'with', 'our', 'coats', 'on', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Yes', ',', 'they', 'use', 'fancy', 'ingredients', ',', 'but', 'even', 'fancy', 'ingredients', 'do', '""nt""', 'make', 'for', 'good', 'pizza', 'unless', 'someone', 'knows', 'how', 'to', 'get', 'the', 'crust', 'right', '.')","('0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'place', 'is', 'a', 'BISTRO', 'which', 'means', ':', 'simple', 'dishes', 'and', 'wine', 'served', 'efficiently', 'in', 'a', 'bustling', 'atmosphere', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '1', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'garlic', 'mashed', 'potatoes', 'are', 'hands', 'down', 'the', 'best', 'in', 'the', 'city', '!')","('0', '1', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '2', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('I', 'had', 'a', 'terrific', 'meal', ',', 'and', 'our', 'server', 'guided', 'us', 'toward', 'a', 'very', 'nice', 'wine', 'in', 'our', 'price', 'range', ',', 'instead', 'of', 'allowing', 'us', 'to', 'purchase', 'a', 'similarly', 'priced', 'wine', 'that', 'was', '""nt""', 'as', 'good', '.')","('0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Great', 'friendly', 'service', ',', 'Fast', 'seating', ',', 'Fast', 'Delivery', ',', 'Excellent', 'sushi', '.')","('0', '0', '1', '0', '0', '1', '0', '0', '1', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'dish', 'had', 'like', '6', 'pieces', 'of', 'beef', 'in', 'it', '.')","('0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0')","('-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('I', 'usually', 'go', 'there', 'later', 'at', 'night', 'when', 'I', 'get', 'off', 'work', 'so', 'I', 'do', '""nt""', 'have', 'to', 'deal', 'with', 'crowds', 'or', 'lines', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1')"
"('During', 'our', 'meal', ',', 'the', 'management', 'came', 'over', 'and', 'checked', 'on', 'us', 'and', 'even', 'bought', 'us', 'a', 'round', 'of', 'drinks', '.')","('0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '2', '0')","('-1', '-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Every', 'course', 'was', 'better', 'than', 'the', 'next', '.')","('0', '1', '0', '0', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'bruscetta', 'is', 'a', 'bit', 'soggy', ',', 'but', 'the', 'salads', 'were', 'fresh', ',', 'included', 'a', 'nice', 'mix', 'of', 'greens', '-LRB-', 'not', 'iceberg', '-RRB-', 'all', 'dishes', 'are', 'served', 'piping', 'hot', 'from', 'the', 'kitchen', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '2', '2', '0', '0', '1', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1')"
"('the', 'food', 'was', 'undercooked-the', 'sauce', 'watery', ',', 'and', 'the', 'vegetables', 'raw', '.')","('0', '1', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0')","('-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'food', 'is', 'spectacular', ',', 'from', 'the', 'appitizers', 'to', 'the', 'main', 'course', ',', 'and', 'then', 'of', 'course', 'the', 'desserts', ',', '-LRB-', 'WOW', '-RRB-', 'you', '""ll""', 'need', 'no', 'more', '.')","('0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'restaurant', 'is', 'rather', 'small', 'but', 'we', 'were', 'lucky', 'to', 'get', 'a', 'table', 'quickly', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1')"
"('They', 'did', 'not', 'have', 'mayonnaise', ',', 'forgot', 'our', 'toast', ',', 'left', 'out', 'ingredients', '-LRB-', 'ie', 'cheese', 'in', 'an', 'omelet', '-RRB-', ',', 'below', 'hot', 'temperatures', 'and', 'the', 'bacon', 'was', 'so', 'over', 'cooked', 'it', 'crumbled', 'on', 'the', 'plate', 'when', 'you', 'touched', 'it', '.')","('0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Meat', 'dishes', 'now', 'adorn', 'the', 'selections', ',', 'although', 'there', '""s""', 'still', 'a', 'large', 'number', 'of', 'vegetarian-friendly', 'choices', '.')","('1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0')","('1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Ambiance', '-', 'relaxed', 'and', 'stylish', '.')","('1', '0', '0', '0', '0', '0')","('2', '-1', '-1', '-1', '-1', '-1')"
"('Their', 'exotic', 'salad', 'is', 'basic', 'ly', 'a', 'delcious', 'little', 'green', 'salad', 'with', 'a', 'peanut', 'sauce', 'that', 'is', 'perfect', 'before', 'their', 'sweet', 'basil', 'fried', 'tofu', '.')","('0', '1', '2', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '1', '2', '0', '0', '0', '0', '0', '1', '2', '2', '2', '0')","('-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('From', 'the', 'complimentary', 'chef', 'app', 'of', 'a', 'delicate', 'butternut', 'squash', 'ravioli', 'in', 'a', 'delicious', 'truffle', 'sauce', 'to', 'an', 'amazing', 'buttery', 'and', 'tender', 'langostine', 'entree', 'to', 'a', 'dessert', 'that', 'I', 'ca', '""nt""', 'remember', 'because', 'of', 'the', 'fabulous', 'Cakebread', 'Cabernet', 'we', 'were', 'drinking', '--', 'the', 'whole', 'evening', 'was', 'amazing', '.')","('0', '0', '0', '1', '2', '0', '0', '1', '2', '2', '2', '2', '2', '2', '2', '2', '0', '0', '0', '1', '2', '2', '2', '2', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'service', 'was', 'impeccable', 'and', 'unobtrusive', '--', 'the', 'staff', 'knows', 'what', 'they', 'are', 'there', 'to', 'do', '--', 'to', 'know', 'their', 'menu', ',', 'present', 'your', 'meal', ',', 'and', 'attend', 'to', 'your', 'needs', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'food', 'was', 'lousy', '-', 'too', 'sweet', 'or', 'too', 'salty', 'and', 'the', 'portions', 'tiny', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1')"
"('head', 'and', 'shoulders', 'above', 'its', 'neighboors', 'on', 'east', '6', 'st', ',', 'taj', 'mahal', 'is', 'also', 'very', 'comparable', ',', 'in', 'food', 'quality', ',', 'to', 'the', 'much', 'overpraised', '-LRB-', 'and', 'underdeserving', '-RRB-', 'baluchi', '""s""', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('but', 'when', 'we', 'looked', 'at', 'the', 'menu', ',', 'there', 'were', '""nt""', 'a', 'lot', 'of', 'choices', ',', 'most', 'of', 'them', 'were', 'dumplings', 'in', 'the', 'appetizer', 'section', '.')","('0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('And', 'forget', 'what', 'you', 'read', 'under', 'me', ',', 'the', 'atmosphere', 'is', '""nt""', 'that', 'bad', 'either', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('I', 'really', 'like', 'both', 'the', 'scallops', 'and', 'the', 'mahi', 'mahi', '(on', 'saffron', 'risotto', '-', 'yum', '!', '-RRB-', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '2', '2', '2', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '2', '2', '2', '-1', '-1', '-1', '-1', '-1')"
"('All', 'I', 'can', 'say', 'is', '$', '2', 'pints', 'during', 'happy', 'hour', 'and', 'the', 'some', 'of', 'the', 'cheapest', 'oysters', 'you', '""ll""', 'find', 'in', 'the', 'city', ',', 'though', 'the', 'quality', 'is', 'some', 'of', 'the', 'best', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('I', 'ordered', 'tamarind', 'duck', 'and', 'my', 'wife', 'ordered', 'noodles', 'with', 'ground', 'beef', ',', 'and', 'we', 'were', 'both', 'delighted', 'by', 'the', 'way', 'the', 'dishes', 'evoked', 'Thai', 'flavors', 'in', 'unexpected', 'ways', '.')","('0', '0', '1', '2', '0', '0', '0', '0', '1', '2', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '2', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1')"
"('The', 'dinner', 'menu', 'is', 'diverse', 'and', 'top-notch', 'as', 'well', '.')","('0', '1', '2', '0', '0', '0', '0', '0', '0', '0')","('-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('this', 'is', 'the', 'best', 'secret', 'place', 'in', 'midtown', '""""', ',', 'I', 'heard', 'that', 'from', 'the', 'bartender', ',', 'after', 'having', 'brilliant', 'food', '-LRB-', 'try', 'steak', 'with', 'portobello', 'mushrooms', '-RRB-', 'and', 'drinks', 'on', 'the', 'bar', 'last', 'Tuesday', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '1', '2', '2', '2', '0', '0', '1', '0', '0', '1', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('It', '""s""', 'simply', 'the', 'best', 'meal', 'in', 'NYC', '.')","('0', '0', '0', '0', '0', '1', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1')"
"('While', 'they', 'keep', 'the', 'capex', 'to', 'a', 'minimum', ',', 'they', 'do', 'put', 'some', 'cash', 'into', 'the', 'bagels', ',', 'because', 'they', 'among', 'the', 'best', 'in', 'the', 'city', '.')","('0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Great', 'food', ',', 'great', 'decor', ',', 'great', 'service', '.')","('0', '1', '0', '0', '1', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1')"
"('If', 'your', 'favorite', 'Chinese', 'food', 'is', 'General', 'Tao', 'chicken', ',', 'then', 'this', 'is', 'NOT', 'your', 'place', '.')","('0', '0', '0', '1', '2', '0', '1', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('What', 'an', 'amazing', 'meal', 'and', 'experience', '!')","('0', '0', '0', '1', '0', '0', '0')","('-1', '-1', '-1', '2', '-1', '-1', '-1')"
"('We', 'ordered', 'a', 'tuna', 'melt', '-', 'it', 'came', 'with', 'out', 'cheese', 'which', 'just', 'made', 'it', 'a', 'tuna', 'sandwich', '.')","('0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '2', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '0', '-1')"
"('You', 'will', 'pay', 'a', 'lot', 'for', 'the', 'decore', ',', 'but', 'the', 'food', 'is', 'no', 'better', 'or', 'worse', 'than', 'a', 'lot', 'of', 'other', 'Chinese', 'and', 'Asian', 'fusion', 'places', 'in', 'NY', '.')","('0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'food', 'is', 'definitely', 'good', ',', 'but', 'I', 'left', 'a', 'bit', 'disappointed', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('We', 'were', 'seated', 'outside', 'and', 'the', 'waiter', 'spilled', 'red', 'wine', 'and', 'hot', 'tea', 'on', 'myself', 'and', 'my', 'date', '.')","('0', '0', '0', '1', '0', '0', '1', '0', '1', '2', '0', '1', '2', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('You', 'must', 'have', 'the', 'crabmeat', 'lasagna', 'which', 'is', 'out', 'of', 'this', 'world', 'and', 'the', 'chocolate', 'bread', 'pudding', 'for', 'dessert', '.')","('0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '2', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '2', '-1', '-1', '-1')"
"('Has', 'the', 'chef', 'and', 'owner', 'changed', '???')","('0', '0', '1', '0', '1', '0', '0')","('-1', '-1', '1', '-1', '-1', '-1', '-1')"
"('Went', 'there', 'and', 'had', 'a', 'combination', 'of', 'different', 'seafood', 'dishes', 'and', 'appetizers', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '1', '-1', '-1', '-1')"
"('If', 'it', '""s""', 'just', 'a', 'quick', 'martini', 'at', 'the', 'bar', '-LRB-', 'which', 'I', 'recommend', 'Jeffery', '""s""', '-RRB-', 'or', 'a', 'mind', 'blowing', 'Roast', 'Chicken', ',', 'go', 'to', 'Village', '!')","('0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1')"
"('The', 'owner', 'truly', 'caters', 'to', 'all', 'your', 'needs', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('I', 'just', 'wonder', 'how', 'you', 'can', 'have', 'such', 'a', 'delicious', 'meal', 'for', 'such', 'little', 'money', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1')"
"('A', 'narrow', 'corridor', 'leads', 'to', 'a', 'tiny', 'space', 'where', 'there', 'are', 'three', 'tiny', 'white', 'tiled', 'counters', ',', 'a', 'great', 'deal', 'of', 'mess', '-LRB-', 'stacks', 'of', 'bottles', ',', 'cans', '-RRB-', 'and', 'a', 'small', 'counter', 'holding', '12-14', 'entrees', '.')","('0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('If', 'presentation', 'and', 'service', 'is', 'your', 'thing', ',', 'then', 'this', 'magic', 'show', 'works', '.')","('0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Our', 'waitress', 'was', 'sweet', 'and', 'accomodating', ',', 'not', 'overbearing', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Lahore', 'is', 'a', 'great', 'place', 'to', 'duck', 'into', 'late-night', 'when', 'you', 'need', 'some', 'really', 'tasty', 'food', 'on', 'the', 'cheap', '--', 'you', '""ll""', 'likely', 'have', 'trouble', 'finishing', 'the', 'amount', 'of', 'food', 'you', 'get', 'for', 'FOUR', 'DOLLARS', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'dishes', 'offered', 'were', 'unique', ',', 'very', 'tasty', 'and', 'fresh', 'from', 'the', 'lamb', 'sausages', ',', 'sardines', 'with', 'biscuits', ',', 'large', 'whole', 'shrimp', 'to', 'the', 'amazing', 'pistachio', 'ice', 'cream', '-LRB-', 'the', 'best', 'and', 'freshest', 'I', '""ve""', 'ever', 'had', '-RRB-', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '1', '2', '2', '0', '1', '2', '2', '0', '0', '0', '1', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Joya', 'used', 'to', 'be', 'a', 'cool', 'spot', 'with', 'decent', 'food', 'and', 'a', 'colorful', '-', 'if', 'not', 'relaxed', '-', 'atmosphere', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1')"
"('The', 'place', 'is', 'so', 'cool', 'and', 'the', 'service', 'is', 'prompt', 'and', 'curtious', '.')","('0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Unless', 'you', 'are', 'eating', 'in', 'the', 'Pizzeria', 'side', 'of', 'this', 'place', ',', 'and', 'are', 'not', 'in', 'a', 'rush', ',', 'this', 'place', 'is', 'a', 'bad', 'idea', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1')"
"('the', 'real', 'kicker', 'of', 'the', 'menu', ',', 'however', ',', 'is', 'the', 'beef', 'cubes', 'or', 'the', 'chicken', 'with', 'chili', 'and', 'lemon', 'grass', '.')","('0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '2', '0', '0', '1', '2', '2', '2', '2', '2', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
